timestamp,flow
2022-11-25 16:51:50.719201,1
2022-11-25 16:51:50.723202,6
2022-11-25 16:51:50.725206,3
2022-11-25 16:51:50.729201,9
2022-11-25 16:51:50.731200,4
2022-11-25 16:51:50.735198,14
2022-11-25 16:51:50.737199,5
2022-11-25 16:51:50.741201,17
2022-11-25 16:51:50.743205,8
2022-11-25 16:51:50.747204,20
2022-11-25 16:51:50.749208,9
2022-11-25 16:51:50.753219,23
2022-11-25 16:51:50.755224,11
2022-11-25 16:51:50.759209,28
2022-11-25 16:51:50.761205,12
2022-11-25 16:51:50.765201,31
2022-11-25 16:51:50.767199,14
2022-11-25 16:51:50.771195,32
2022-11-25 16:51:50.773201,13
2022-11-25 16:51:50.777198,30
2022-11-25 16:51:50.779211,14
2022-11-25 16:51:50.783199,30
2022-11-25 16:51:50.785217,13
2022-11-25 16:51:50.789198,31
2022-11-25 16:51:50.791213,14
2022-11-25 16:51:50.799209,59
2022-11-25 16:51:50.801208,13
2022-11-25 16:51:50.805205,30
2022-11-25 16:51:50.807200,13
2022-11-25 16:51:50.811197,31
2022-11-25 16:51:50.813200,13
2022-11-25 16:51:50.817194,32
2022-11-25 16:51:50.819220,13
2022-11-25 16:51:50.823195,31
2022-11-25 16:51:50.825195,14
2022-11-25 16:51:50.829216,29
2022-11-25 16:51:50.831199,14
2022-11-25 16:51:50.835230,30
2022-11-25 16:51:50.837221,15
2022-11-25 16:51:50.841193,30
2022-11-25 16:51:50.843200,14
2022-11-25 16:51:50.847195,32
2022-11-25 16:51:50.849206,14
2022-11-25 16:51:50.851213,13
2022-11-25 16:51:50.855211,34
2022-11-25 16:51:50.857217,13
2022-11-25 16:51:50.861237,33
2022-11-25 16:51:50.863224,13
2022-11-25 16:51:50.867198,34
2022-11-25 16:51:50.869234,14
2022-11-25 16:51:50.873198,31
2022-11-25 16:51:50.875209,14
2022-11-25 16:51:50.879196,33
2022-11-25 16:51:50.881206,15
2022-11-25 16:51:50.885207,33
2022-11-25 16:51:50.887209,14
2022-11-25 16:51:50.891193,33
2022-11-25 16:51:50.893244,14
2022-11-25 16:51:50.897217,32
2022-11-25 16:51:50.899216,14
2022-11-25 16:51:50.903219,33
2022-11-25 16:51:50.905214,12
2022-11-25 16:51:50.913226,64
2022-11-25 16:51:50.915230,14
2022-11-25 16:51:50.919199,31
2022-11-25 16:51:50.921202,13
2022-11-25 16:51:50.925196,33
2022-11-25 16:51:50.927201,13
2022-11-25 16:51:50.931194,33
2022-11-25 16:51:50.933204,13
2022-11-25 16:51:50.937206,33
2022-11-25 16:51:50.939203,13
2022-11-25 16:51:50.943198,32
2022-11-25 16:51:50.945201,15
2022-11-25 16:51:50.949199,32
2022-11-25 16:51:50.951204,14
2022-11-25 16:51:50.955226,34
2022-11-25 16:51:50.957220,14
2022-11-25 16:51:50.961217,34
2022-11-25 16:51:50.963196,14
2022-11-25 16:51:50.967191,34
2022-11-25 16:51:50.969218,14
2022-11-25 16:51:50.973220,33
2022-11-25 16:51:50.975200,14
2022-11-25 16:51:50.979214,34
2022-11-25 16:51:50.981216,12
2022-11-25 16:51:50.985204,34
2022-11-25 16:51:50.987205,14
2022-11-25 16:51:50.991201,35
2022-11-25 16:51:50.993202,14
2022-11-25 16:51:50.997197,33
2022-11-25 16:51:50.999201,15
2022-11-25 16:51:51.003203,32
2022-11-25 16:51:51.005208,14
2022-11-25 16:51:51.009197,32
2022-11-25 16:51:51.011202,14
2022-11-25 16:51:51.015206,31
2022-11-25 16:51:51.017201,14
2022-11-25 16:51:51.021226,34
2022-11-25 16:51:51.023226,14
2022-11-25 16:51:51.027219,32
2022-11-25 16:51:51.029225,14
2022-11-25 16:51:51.033216,33
2022-11-25 16:51:51.035218,14
2022-11-25 16:51:51.037224,13
2022-11-25 16:51:51.041218,31
2022-11-25 16:51:51.043201,14
2022-11-25 16:51:51.047203,32
2022-11-25 16:51:51.049198,13
2022-11-25 16:51:51.053221,33
2022-11-25 16:51:51.055227,14
2022-11-25 16:51:51.059221,33
2022-11-25 16:51:51.061223,14
2022-11-25 16:51:51.065217,33
2022-11-25 16:51:51.067224,13
2022-11-25 16:51:51.071200,32
2022-11-25 16:51:51.073212,13
2022-11-25 16:51:51.077231,32
2022-11-25 16:51:51.079217,14
2022-11-25 16:51:51.083199,33
2022-11-25 16:51:51.085224,14
2022-11-25 16:51:51.089219,32
2022-11-25 16:51:51.091200,14
2022-11-25 16:51:51.095195,32
2022-11-25 16:51:51.097218,13
2022-11-25 16:51:51.101218,32
2022-11-25 16:51:51.103219,13
2022-11-25 16:51:51.107212,31
2022-11-25 16:51:51.109206,13
2022-11-25 16:51:51.113205,32
2022-11-25 16:51:51.115208,13
2022-11-25 16:51:51.119203,32
2022-11-25 16:51:51.121191,13
2022-11-25 16:51:51.125203,31
2022-11-25 16:51:51.127195,12
2022-11-25 16:51:51.131194,31
2022-11-25 16:51:51.133194,14
2022-11-25 16:51:51.137194,31
2022-11-25 16:51:51.139201,13
2022-11-25 16:51:51.143207,32
2022-11-25 16:51:51.145198,14
2022-11-25 16:51:51.149201,32
2022-11-25 16:51:51.151197,12
2022-11-25 16:51:51.155198,32
2022-11-25 16:51:51.157213,13
2022-11-25 16:51:51.161207,30
2022-11-25 16:51:51.163202,14
2022-11-25 16:51:51.167199,31
2022-11-25 16:51:51.169203,13
2022-11-25 16:51:51.173201,32
2022-11-25 16:51:51.175204,13
2022-11-25 16:51:51.179196,32
2022-11-25 16:51:51.181202,14
2022-11-25 16:51:51.185198,32
2022-11-25 16:51:51.187201,13
2022-11-25 16:51:51.191194,30
2022-11-25 16:51:51.193198,13
2022-11-25 16:51:51.201219,62
2022-11-25 16:51:51.203206,13
2022-11-25 16:51:51.207213,31
2022-11-25 16:51:51.209233,13
2022-11-25 16:51:51.213201,31
2022-11-25 16:51:51.215206,13
2022-11-25 16:51:51.219202,32
2022-11-25 16:51:51.221199,14
2022-11-25 16:51:51.225221,32
2022-11-25 16:51:51.227199,13
2022-11-25 16:51:51.231194,33
2022-11-25 16:51:51.233193,13
2022-11-25 16:51:51.237193,31
2022-11-25 16:51:51.239194,13
2022-11-25 16:51:51.243195,30
2022-11-25 16:51:51.245234,13
2022-11-25 16:51:51.249240,30
2022-11-25 16:51:51.251221,11
2022-11-25 16:51:51.255239,29
2022-11-25 16:51:51.257239,12
2022-11-25 16:51:51.261215,29
2022-11-25 16:51:51.263216,12
2022-11-25 16:51:51.267215,28
2022-11-25 16:51:51.269219,11
2022-11-25 16:51:51.271217,12
2022-11-25 16:51:51.275208,28
2022-11-25 16:51:51.277227,12
2022-11-25 16:51:51.281210,27
2022-11-25 16:51:51.283210,12
2022-11-25 16:51:51.287209,28
2022-11-25 16:51:51.289208,12
2022-11-25 16:51:51.293207,30
2022-11-25 16:51:51.295218,13
2022-11-25 16:51:51.299211,30
2022-11-25 16:51:51.301216,14
2022-11-25 16:51:51.305219,31
2022-11-25 16:51:51.307205,14
2022-11-25 16:51:51.311201,33
2022-11-25 16:51:51.313200,13
2022-11-25 16:51:51.317195,33
2022-11-25 16:51:51.319197,14
2022-11-25 16:51:51.323194,33
2022-11-25 16:51:51.325196,14
2022-11-25 16:51:51.329194,31
2022-11-25 16:51:51.331197,14
2022-11-25 16:51:51.335193,28
2022-11-25 16:51:51.337194,13
2022-11-25 16:51:51.341194,28
2022-11-25 16:51:51.343210,12
2022-11-25 16:51:51.347195,28
2022-11-25 16:51:51.349201,12
2022-11-25 16:51:51.353195,28
2022-11-25 16:51:51.355195,13
2022-11-25 16:51:51.363194,57
2022-11-25 16:51:51.365194,12
2022-11-25 16:51:51.369194,30
2022-11-25 16:51:51.371197,12
2022-11-25 16:51:51.375197,28
2022-11-25 16:51:51.377208,12
2022-11-25 16:51:51.381216,31
2022-11-25 16:51:51.383206,10
